,objectname,rating,numplays,average,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,itemtype,,,,,,,,,,,,,
4059,"Station Manager","4","1","5.21455","Station Manager","2","4","30","30","30","2002","standalone",,,,,,,,,,,,,
4060,"Station Master","4","","6.13886","Station Master","2","6","60","60","30","2004","standalone",,,,,,,,,,,,,
4061,"Statis Pro Baseball","5","","7.09286","Statis Pro Baseball","1","2","20","20","20","1971","standalone",,,,,,,,,,,,,
4062,"Statis Pro Basketball","4","","6.98119","Statis Pro Basketball","1","2","90","90","90","1989","standalone",,,,,,,,,,,,,
4063,"Stawiam na kolej","7","","6.66667","Stawiam na kolej","2","4","60","60","60","2013","standalone",,,,,,,,,,,,,
4064,"Steam Donkey","6","","6.69761","Steam Donkey","2","4","45","45","45","2014","standalone",,,,,,,,,,,,,
4065,"Steam Noir: Revolution","6","","6.63279","Dark Empire: Revolution","3","5","60","60","60","2013","standalone",,,,,,,,,,,,,
4066,"Steam over Holland","7","2","7.37602","Steam over Holland","2","5","180","180","180","2007","standalone",,,,,,,,,,,,,
4067,"Steampunk Rally","8","1","7.26651","Steampunk Rally","2","8","60","60","45","2015","standalone",,,,,,,,,,,,,
4068,"Steampunk Rally: Dr. Braun","6","","7.47339","Steampunk Rally: Dr. Braun","2","8","120","120","45","2016","expansion",,,,,,,,,,,,,
4069,"SteamRollers","7","1",,,,,,,,,,,,,,,,,,,,,,
4070,,,,,,,,,,,,,,,,,,,,,,,,,
4071,The German rules are crap and the English rules are ... well, we figured it out :meeple:","","","standalone","","Flatlined Games","Dutch, English, French, German",,,,,,,,,,,,,,
4072,"Steel Driver","8","2","7.00821","Steel Driver","3","6","60","60","60","2008","standalone",,,,,,,,,,,,,
4073,"Steel Wolves: The German Submarine Campaign Against Allied Shipping – Vol 1","8","","7.75312","Steel Wolves: The German Submarine Campaign Against Allied Shipping – Vol 1","1","1","3000","3000","3000","2010","standalone",,,,,,,,,,,,,
4074,"Stellar Armada","6","","5.59074","Stellar Armada","1","4","20","20","10","2017","standalone",,,,,,,,,,,,,
4075,"Stellar Conflict","7","","6.56549","Stellar Conflict","2","4","10","10","10","2015","standalone",,,,,,,,,,,,,
4076,"Stellar Conflict: Chimera / Secret Base","5","","6.57143","Stellar Conflict: Chimera / Secret Base","2","4","10","0","10","2016","expansion",,,,,,,,,,,,,
4077,"Stellar Conquest","7","3","6.40779","Stellar Conquest","2","4","240","240","240","1984","standalone",,,,,,,,,,,,,
4078,"Stephensons Rocket","5","2","6.89208",'"Stephenson''s Rocket"',"2","4","60","60","60","1999","standalone",,,,,,,,,,,,,
4079,"Stern von Afrika Kartenspiel","5","","3.50714","Afrikan tähti korttipeli","1","5","20","20","20","1997","standalone",,,,,,,,,,,,,
4080,"Sternenhimmel","5","1","6.56705","Sternenhimmel","3","5","30","30","30","1995","standalone",,,,,,,,,,,,,
4081,"Sternenschiff Catan","5","4","6.8444","Starship Catan","2","2","60","60","60","2001","standalone",,,,,,,,,,,,,
4082,"Stock Exchange","4","","5.71591","Monopoly Stock Exchange Add-on","2","6","90","90","90","1992","expansion",,,,,,,,,,,,,
4083,"The Stock Market Game","4","","5.36075","The Stock Market Game","1","12","60","60","60","1970","standalone",,,,,,,,,,,,,
4084,"Stock Market Guru","5","1","5.82151","Stock Market Guru","1","10","240","240","240","1997","standalone",,,,,,,,,,,,,
4085,"Stockers!","6","1","5.36935","Stockers!","3","6","90","90","90","1995","standalone",,,,,,,,,,,,,
4086,"Stocks and Bonds","6","14","5.64817","Stocks & Bonds","2","8","60","60","60","1978","standalone",,,,,,,,,,,,,
4087,"Stone Age","8","14","7.59546","Stone Age","2","4","90","90","60","2008","standalone",,,,,,,,,,,,,
4088,"Stone Age: Casino","6","","7.24686","Stone Age: Casino","2","5","60","60","60","2013","expansion",,,,,,,,,,,,,
4089,"Stone Age: Casino","0","","7.24686","Stone Age: Casino","2","5","60","60","60","2013","expansion",,,,,,,,,,,,,
4090,"Stone Age: Die Mammutherde","5","","7.79491","Stone Age: The Mammoth Herd","2","4","80","80","50","2017","expansion",,,,,,,,,,,,,
4091,"Stone Age: Mit Stil zum Ziel","7","","7.41162","Stone Age: The Expansion","2","5","90","90","60","2011","expansion",,,,,,,,,,,,,
4092,"Stone Age: The New Huts","6","","10122257","1509","thing","Stone Age: The New Huts","2","4","60","60","",,,,,,,,,,,,,
4093,"Stonemaier Games Adventure Atlas","7","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4094,"Stonemaier Games Energy Box","8","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4095,"Stonemaier Games Food Crate","8","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4096,"Stonemaier Games Gadget Guide","7","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4097,"Stonemaier Games Resource Vault","8","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4098,"Stonemaier Games Terror Tome","7","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4099,"Stonemaier Games Treasure Chest I","8","","7.09032","Miscellaneous Game Accessory","0","0","0","0","0","0","standalone",,,,,,,,,,,,,
4100,"Stoner Fluxx","5","","5.68478","Stoner Fluxx","2","6","15","15","15","2003","standalone",,,,,,,,,,,,,
4101,"Stoner Fluxx","5","","5.68478","Stoner Fluxx","2","6","15","15","15","2009","standalone",,,,,,,,,,,,,
4102,"Stonewall in the Valley","7","","7.65067","Stonewall in the Valley","2","2","180","180","180","1995","standalone",,,,,,,,,,,,,
4103,'"Stonewall Jackson''s Way"',"7","","7.53101",'"Stonewall Jackson''s Way"',"1","2","180","180","180","1992","standalone",,,,,,,,,,,,,
4104,'"Stonewall''s Last Battle: The Chancellorsville Campaign"',"7","","7.53253",'"Stonewall''s Last Battle: The Chancellorsville Campaign"',"1","2","180","180","180","1996","standalone",,,,,,,,,,,,,
4105,"Stonez","3","","6.10714","Stonez","2","2","30","30","30","2003","standalone",,,,,,,,,,,,,
4106,"Stonne 1940","8","1","7.88","The Stonne Heights","2","2","0","0","0","1998","expansion",,,,,,,,,,,,,
4107,"Storm over Arnhem","8","8","6.11644","thing","Storm over Arnhem","2","2","300","300","300","",,,,,,,,,,,,,
4108,"Störtebeker","6","6","6.07534","Corsairs","2","4","60","60","60","2000","standalone",,,,,,,,,,,,,
4109,"Strange Synergy","4","","5.77315","Strange Synergy","2","4","45","45","45","2003","standalone",,,,,,,,,,,,,
4110,"Stratego","3","12","6.07361","Stratego","2","2","45","45","45","1987","standalone",,,,,,,,,,,,,
4111,"Street Illegal","3","","5.72577","Street Illegal","1","7","45","45","45","2002","standalone",,,,,,,,,,,,,
4112,"Street Rod: the card game","7","","5.4","Street Rod: the card game","1","5","40","40","20","2018","standalone",,,,,,,,,,,,,
4113,"Street Soccer","4","2","6.54261","StreetSoccer","2","2","30","30","20","2002","standalone",,,,,,,,,,,,,
4114,"Streetcar","7","10","6.46131","Streetcar","2","5","60","60","60","1996","standalone",,,,,,,,,,,,,
4115,"Streets of Fire: ASL Deluxe Module 1","10","7","7.96394","Streets of Fire: ASL Deluxe Module 1","2","2","120","120","120","1985","expansion",,,,,,,,,,,,,
4116,"String Railway","8","1","6.3828","String Railway","2","5","30","30","30","2010","standalone",,,,,,,,,,,,,
4117,"String Railway: Transport","7","","6.87863","String Railway: Transport","2","5","60","60","60","2011","standalone",,,,,,,,,,,,,
4118,"Struggle of Empires","8","2","7.49117","Struggle of Empires","2","7","240","240","180","2005","standalone",,,,,,,,,,,,,
4119,"The Struggle of Nations","6","","6.17193","The Struggle of Nations","2","2","360","360","360","1982","standalone",,,,,,,,,,,,,
4120,"A Study in Emerald","8","","7.21211","A Study in Emerald","2","5","90","90","90","2013","standalone",,,,,,,,,,,,,
4121,"Submarine","5","","6.46006","Submarine","1","6","180","180","180","1978","standalone",,,,,,,,,,,,,
4122,"Successors","4","1","5.98684","Successors","3","4","150","150","150","1993","standalone",,,,,,,,,,,,,
4123,"Successors (second edition)","6","","7.04077","Successors (second edition)","2","4","180","180","180","1997","standalone",,,,,,,,,,,,,
4124,"Sucking Vacuum","3","","5.59998","Sucking Vacuum","3","6","45","45","45","2002","standalone",,,,,,,,,,,,,
4125,"Sudden Full Contact: The Battle of the Bulge 1944","6","2","6","Sudden Full Contact: The Battle of the Bulge 1944","0","0","0","0","0","2004","expansion",,,,,,,,,,,,,
4126,"Sum-Up","3","","4.86364","Sum-Up","2","4","45","45","45","1971","standalone",,,,,,,,,,,,,
4127,"Summer Storm: The Battle of Gettysburg","6","","7.23288","Summer Storm: The Battle of Gettysburg","2","2","480","480","480","1998","standalone",,,,,,,,,,,,,
4128,"The Sunrise Bridge","4","","6","The Sunrise Bridge","2","2","300","300","300","1997","expansion",,,,,,,,,,,,,
4129,"Super Bowl","3","","4.52632","Super Bowl","2","4","120","120","120","1983","standalone",,,,,,,,,,,,,
4130,"Super Munchkin","8","","5.87906","Super Munchkin","3","6","90","90","90","2005","standalone",,,,,,,,,,,,,
4131,"Super Munchkin 2: The Narrow S Cape","8","","6.37151","Super Munchkin 2: The Narrow S Cape","3","6","90","90","90","2006","expansion",,,,,,,,,,,,,
4132,"Das Super-Blatt","4","8","6.01793","Buried Treasure","2","4","30","30","30","1992","standalone",,,,,,,,,,,,,
4133,"SuperGang","4","4","7.07563","SuperGang","3","5","120","120","120","1991","standalone",,,,,,,,,,,,,
4134,"SuperMarket Psycho","3","","4.32632","SuperMarket Psycho","4","5","30","30","30","2008","standalone",,,,,,,,,,,,,
4135,"Superpower","5","1","4.30669","Superpower","2","6","90","90","90","1986","standalone",,,,,,,,,,,,,
4136,"Superschlag: Der Tennis Würfel","2","","2","Superschlag: Der Tennis Würfel","2","4","0","0","0","0","standalone",,,,,,,,,,,,,
4137,"Survival of the Witless","4","","4.40241","Survival of the Witless","3","8","60","60","60","1997","standalone",,,,,,,,,,,,,
4138,"Sushi Go!","8","12",,,,,,,,,,,,,,,,,,,,,,
4139,Jokes aside, either as starter or to end a great game night, and it seems to be liked by all types of gamers. Recommended!","","","standalone","","Adventureland Games","English","2013","English first edition",,,,,,,,,,,,,,
4140,"Sushi Go!: Sojasosse","0","","6.96468","Sushi Go!: Soy Sauce Promo","2","5","15","15","15","2014","expansion",,,,,,,,,,,,,
4141,"Sushizock im Gockelwok","5","","6.4689","Sushizock im Gockelwok","2","5","20","20","20","2008","standalone",,,,,,,,,,,,,
4142,"Suzerain","8","2","5.95138","Suzerain","2","6","60","60","60","1993","standalone",,,,,,,,,,,,,
4143,"Svea Rike","6","1","6.36247","Svea Rike","2","5","120","120","120","1997","standalone",,,,,,,,,,,,,
4144,"Svea Rike: Batalj","5","","5.01235","Svea Rike: Batalj","2","5","180","180","180","1998","expansion",,,,,,,,,,,,,
4145,"Swedish Volunteers","8","2","8.14286","Swedish Volunteers","2","2","120","120","120","2009","expansion",,,,,,,,,,,,,
4146,"The Sweeney","5","","5","The Sweeney","2","4","60","60","60","1975","standalone",,,,,,,,,,,,,
4147,"Sword of Rome","5","","7.30566","Sword of Rome","2","5","360","360","360","2004","standalone",,,,,,,,,,,,,
4148,"Das Syndikat","2","1","4.33333","Das Syndikat","2","4","0","0","0","0","standalone",,,,,,,,,,,,,
4149,"T-Rex","3","","5.5092","T-Rex","3","5","45","45","45","1999","standalone",,,,,,,,,,,,,
4150,"Tabalati","4","","5.5","Tabalati","2","2","0","0","0","1997","standalone",,,,,,,,,,,,,
4151,"Tabula Rasa","4","1","6.35926","Hungry","2","4","30","30","30","1995","standalone",,,,,,,,,,,,,
4152,"Tac Air","5","","6.21576","Tac Air","2","4","120","120","120","1987","standalone",,,,,,,,,,,,,
4153,"Tactics II","3","1","5.35276","Tactics II","2","2","120","120","120","1961","standalone",,,,,,,,,,,,,
4154,"Tactiques Issue #1","6","","6.7","Tactiques Issue #1","0","0","0","0","0","1991","expansion",,,,,,,,,,,,,
4155,"Tactiques Issue #2","6","","7.125","Tactiques Issue #2","0","0","0","0","0","1992","expansion",,,,,,,,,,,,,
4156,"Tactiques Issue #3","6","","7.125","Tactiques Issue #3","0","0","0","0","0","1992","expansion",,,,,,,,,,,,,
4157,"Tactiques Issue #4","6","2","7.125","Tactiques Issue #4","0","0","0","0","0","1993","expansion",,,,,,,,,,,,,
4158,"Tactiques Issue #5","6","","6.9","Tactiques Issue #5","0","0","0","0","0","1993","expansion",,,,,,,,,,,,,
4159,"Tadsch Mahal","7","9","7.30411","Taj Mahal","3","5","100","100","75","2000","standalone",,,,,,,,,,,,,
4160,"Tahiti:  Clan Warfare,"8001","5","5.50851","thing","Tahiti:  Clan Warfare, Polynesia 750 AD","1","4","180","180","",,,,,,,,,,,,,
4161,"Take it Easy","5","2","6.62752","Take it Easy!","1","8","20","20","20","1994","standalone",,,,,,,,,,,,,
4162,"Takt Voll","4","1","5.39655","Takt Voll","3","8","30","30","30","1993","standalone",,,,,,,,,,,,,
4163,"Taktvoll Bass-Schlüssel","4","","6.31667","Taktvoll Bass-Schlüssel","3","8","30","30","30","1994","expansion",,,,,,,,,,,,,
4164,"Taktvoll Punktierte","4","","6.33333","Taktvoll Punktierte","3","8","30","30","30","1994","expansion",,,,,,,,,,,,,
4165,"Das Tal der Mammuts","6","4","6.39445","Valley of the Mammoths","3","6","180","180","180","2001","standalone",,,,,,,,,,,,,
4166,"Talent","2","1","4.08333","Talent","1","4","45","45","45","1992","standalone",,,,,,,,,,,,,
4167,"Talisman","10","65","","2.1794","1997","6178","thing","Talisman","2","6","",,,,,,,,,,,,,
4168,"Talisman  (third edition): Lost Characters","9","","7.27273","Talisman  (third edition): Lost Characters","2","8","120","120","120","2002","expansion",,,,,,,,,,,,,
4169,"Talisman (4th Edition): Optional Characters","7","","6.98524","Talisman (4th Edition): Optional Characters","2","6","90","90","90","2008","expansion",,,,,,,,,,,,,
4170,"Talisman (Revised 4th Edition)","10","3",,,,,,,,,,,,,,,,,,,,,,
4171,- Adventure,,,,,,,,,,,,,,,,,,,,,,,,
4172,- Timescape,,,,,,,,,,,,,,,,,,,,,,,,
4173,- Dragonland,,,,,,,,,,,,,,,,,,,,,,,,
4174,- Nomad Games Characters (from the Online Game)","","","","Fantasy Flight Games","English","2008","Fantasy Flight English edition",,,,,,,,,,,,,,,,,
4175,"Talisman (Revised 4th Edition): Crown of Command","10","","7.16061","Talisman (Revised 4th Edition): Crown of Command","2","6","90","90","90","2009","expansion",,,,,,,,,,,,,
4176,"Talisman (Revised 4th Edition): Danse Macabre","9","","7.27381","Talisman (Revised 4th Edition): Danse Macabre","2","6","90","90","90","2009","expansion",,,,,,,,,,,,,
4177,"Talisman (Revised 4th Edition): Mephisto #48 Promo Characters","7","","7.21739","Talisman (Revised 4th Edition): Mephisto #48 Promo Characters","2","6","90","90","90","2010","expansion",,,,,,,,,,,,,
4178,"Talisman (Revised 4th Edition): The Blood Moon Expansion","10","","7.30108","Talisman (Revised 4th Edition): The Blood Moon Expansion","2","6","120","120","120","2012","expansion",,,,,,,,,,,,,
4179,"Talisman (Revised 4th Edition): The Cataclysm Expansion","10","","7.72916","Talisman (Revised 4th Edition): The Cataclysm Expansion","2","6","90","90","90","2016","expansion",,,,,,,,,,,,,
4180,"Talisman (Revised 4th Edition): The City Expansion","9","","7.46705","Talisman (Revised 4th Edition): The City Expansion","2","6","90","90","90","2013","expansion",,,,,,,,,,,,,
4181,"Talisman (Revised 4th Edition): The Deep Realms Expansion","8","","7.22695","Talisman (Revised 4th Edition): The Deep Realms Expansion","2","6","90","0","90","2015","expansion",,,,,,,,,,,,,
4182,"Talisman (Revised 4th Edition): The Dragon Expansion","10","","13689186","3454","thing","Talisman (Revised 4th Edition): The Dragon Expansion","2","6","90","90","",,,,,,,,,,,,,
4183,"Talisman (Revised 4th Edition): The Dungeon Expansion","10","","7.33925","Talisman (Revised 4th Edition): The Dungeon Expansion","2","6","90","90","90","2009","expansion",,,,,,,,,,,,,
4184,"Talisman (Revised 4th Edition): The Firelands Expansion","10","","7.22117","Talisman (Revised 4th Edition): The Firelands Expansion","2","6","90","90","90","2014","expansion",,,,,,,,,,,,,
4185,"Talisman (Revised 4th Edition): The Frostmarch Expansion","10","","7.15544","Talisman (Revised 4th Edition): The Frostmarch Expansion","2","6","90","90","90","2009","expansion",,,,,,,,,,,,,
4186,"Talisman (Revised 4th Edition): The Harbinger Expansion","9","","7.45099","Talisman (Revised 4th Edition): The Harbinger Expansion","2","6","90","0","90","2015","expansion",,,,,,,,,,,,,
4187,"Talisman (Revised 4th Edition): The Highland Expansion","10","","7.30054","Talisman (Revised 4th Edition): The Highland Expansion","2","6","90","90","90","2010","expansion",,,,,,,,,,,,,
4188,"Talisman (Revised 4th Edition): The Nether Realm Expansion","9","","7.17724","Talisman (Revised 4th Edition): The Nether Realm Expansion","0","0","0","0","0","2013","expansion",,,,,,,,,,,,,
4189,"Talisman (Revised 4th Edition): The Reaper Expansion","10","","7.36313","Talisman (Revised 4th Edition): The Reaper Expansion","2","6","90","90","90","2008","expansion",,,,,,,,,,,,,
4190,"Talisman (Revised 4th Edition): The Sacred Pool Expansion","10","","7.29856","Talisman (Revised 4th Edition): The Sacred Pool Expansion","2","6","90","90","90","2010","expansion",,,,,,,,,,,,,
4191,"Talisman (Revised 4th Edition): The Woodland Expansion","10","","7.63406","Talisman (Revised 4th Edition): The Woodland Expansion","2","6","90","90","90","2014","expansion",,,,,,,,,,,,,
4192,"Talisman (second edition): White Dwarf #115 Cards","8","","7.08824","Talisman (second edition): White Dwarf #115 Cards","2","6","120","120","120","1989","expansion",,,,,,,,,,,,,
4193,"Talisman (third edition)","9","5","6.32352","Talisman (third edition)","2","8","120","120","120","1994","standalone",,,,,,,,,,,,,
4194,"Talisman (third edition): City of Adventure","9","","6.73417","Talisman (third edition): City of Adventure","1","8","240","240","240","1994","expansion",,,,,,,,,,,,,
4195,'"Talisman (third edition): Dragon''s Tower"',"9","","7.0161",'"Talisman (third edition): Dragon''s Tower"',"1","8","240","240","240","1995","expansion",,,,,,,,,,,,,
4196,"Talisman (third edition): Dungeon of Doom","9","","6.74794","Talisman (third edition): Dungeon of Doom","2","6","240","240","240","1994","expansion",,,,,,,,,,,,,
